zone,day,hour,is_weekend,is_peak_hour,traffic,aqi,weather,fuel_consumption,power
Zone3,149,4,0,0,166,108,1,9.13,487
Zone3,149,5,0,0,175,144,2,9.62,450
Zone3,149,6,0,0,163,126,0,8.97,477
Zone3,149,7,0,1,244,178,1,13.42,481
Zone3,149,8,0,1,274,170,1,15.07,498
Zone3,149,9,0,1,252,189,0,13.86,479
Zone3,149,10,0,1,258,158,0,14.19,483
Zone3,149,11,0,0,149,110,0,8.2,477
Zone3,149,12,0,0,163,132,0,8.97,446
Zone3,149,13,0,0,145,98,0,7.98,490
Zone3,149,14,0,0,189,128,0,10.4,511
Zone3,149,15,0,0,185,140,2,10.18,526
Zone3,149,16,0,0,180,129,1,9.9,442
Zone3,149,17,0,1,451,295,0,24.81,594
Zone3,149,18,0,1,480,316,2,26.4,656
Zone3,149,19,0,1,472,308,0,25.96,621
Zone3,149,20,0,1,464,312,0,25.52,687
Zone3,149,21,0,0,166,136,1,9.13,509
Zone3,149,22,0,0,185,122,2,10.18,493
Zone3,149,23,0,0,151,121,1,8.31,449
Zone3,150,0,0,0,131,89,0,7.21,453
Zone3,150,1,0,0,153,113,0,8.42,422
Zone3,150,2,0,0,163,107,2,8.97,516
Zone3,150,3,0,0,142,103,2,7.81,429
Zone3,150,4,0,0,143,117,0,7.87,460
Zone3,150,5,0,0,180,141,0,9.9,441
Zone3,150,6,0,0,124,79,1,6.82,478
Zone3,150,7,0,1,280,178,1,15.4,493
Zone3,150,8,0,1,288,201,0,15.84,578
Zone3,150,9,0,1,281,194,1,15.46,506
Zone3,150,10,0,1,254,179,0,13.97,572
Zone3,150,11,0,0,177,110,1,9.74,534
Zone3,150,12,0,0,138,101,1,7.59,445
Zone3,150,13,0,0,132,118,2,7.26,412
Zone3,150,14,0,0,119,77,1,6.55,494
Zone3,150,15,0,0,177,111,2,9.74,492
Zone3,150,16,0,0,153,119,2,8.42,444
Zone3,150,17,0,1,477,293,1,26.24,647
Zone3,150,18,0,1,442,289,1,24.31,657
Zone3,150,19,0,1,472,307,0,25.96,611
Zone3,150,20,0,1,428,293,0,23.54,672
Zone3,150,21,0,0,189,115,2,10.4,457
Zone3,150,22,0,0,180,118,0,9.9,466
Zone3,150,23,0,0,157,133,2,8.64,512
Zone3,151,0,0,0,158,134,2,8.69,477
Zone3,151,1,0,0,180,131,2,9.9,525
Zone3,151,2,0,0,188,123,2,10.34,486
Zone3,151,3,0,0,137,99,1,7.54,467
Zone3,151,4,0,0,120,80,1,6.6,434
Zone3,151,5,0,0,178,127,2,9.79,515
Zone3,151,6,0,0,172,107,2,9.46,440
Zone3,151,7,0,1,271,203,0,14.91,543
Zone3,151,8,0,1,247,158,1,13.59,511
Zone3,151,9,0,1,292,217,0,16.06,592
Zone3,151,10,0,1,272,190,1,14.96,531
Zone3,151,11,0,0,123,104,1,6.77,502
Zone3,151,12,0,0,146,97,0,8.03,424
Zone3,151,13,0,0,154,110,1,8.47,506
Zone3,151,14,0,0,155,107,0,8.53,487
Zone3,151,15,0,0,140,88,1,7.7,508
Zone3,151,16,0,0,181,131,1,9.96,454
Zone3,151,17,0,1,488,300,1,26.84,686
Zone3,151,18,0,1,441,270,0,24.26,603
Zone3,151,19,0,1,463,301,0,25.47,687
Zone3,151,20,0,1,493,304,2,27.12,649
Zone3,151,21,0,0,176,135,2,9.68,523
Zone3,151,22,0,0,175,114,2,9.62,465
Zone3,151,23,0,0,168,111,2,9.24,475
Zone3,152,0,0,0,138,94,0,7.59,478
Zone3,152,1,0,0,182,119,1,10.01,490
Zone3,152,2,0,0,164,137,2,9.02,524
Zone3,152,3,0,0,141,99,2,7.76,502
Zone3,152,4,0,0,146,104,0,8.03,463
Zone3,152,5,0,0,182,139,1,10.01,478
Zone3,152,6,0,0,181,134,1,9.96,507
Zone3,152,7,0,1,264,174,2,14.52,525
Zone3,152,8,0,1,270,176,1,14.85,516
Zone3,152,9,0,1,265,168,1,14.58,528
Zone3,152,10,0,1,296,193,2,16.28,527
Zone3,152,11,0,0,135,114,0,7.43,444
Zone3,152,12,0,0,155,127,1,8.53,462
Zone3,152,13,0,0,146,123,0,8.03,477
Zone3,152,14,0,0,182,132,2,10.01,518
Zone3,152,15,0,0,125,81,2,6.88,428
Zone3,152,16,0,0,149,95,1,8.2,498
Zone3,152,17,0,1,450,286,2,24.75,634
Zone3,152,18,0,1,465,317,1,25.58,664
Zone3,152,19,0,1,474,290,1,26.07,673
Zone3,152,20,0,1,428,271,0,23.54,645
Zone3,152,21,0,0,162,116,0,8.91,505
Zone3,152,22,0,0,119,81,0,6.55,403
Zone3,152,23,0,0,174,106,2,9.57,488
Zone3,153,0,1,0,145,99,0,7.98,484
Zone3,153,1,1,0,143,94,0,7.87,435
Zone3,153,2,1,0,136,119,0,7.48,424
Zone3,153,3,1,0,136,85,0,7.48,474
Zone3,153,4,1,0,88,62,1,4.84,481
Zone3,153,5,1,0,104,99,2,5.72,445
Zone3,153,6,1,0,136,97,1,7.48,479
Zone3,153,7,1,1,198,136,1,10.89,513
Zone3,153,8,1,1,243,175,1,13.37,479
Zone3,153,9,1,1,207,161,2,11.39,495
Zone3,153,10,1,1,250,162,0,13.75,485
Zone3,153,11,1,0,143,124,0,7.87,461
Zone3,153,12,1,0,140,111,0,7.7,483
Zone3,153,13,1,0,133,109,0,7.32,435
Zone3,153,14,1,0,138,111,1,7.59,470
Zone3,153,15,1,0,120,92,2,6.6,435
Zone3,153,16,1,0,111,97,1,6.11,451
Zone3,153,17,1,1,411,252,1,22.61,569
Zone3,153,18,1,1,413,252,2,22.72,628
Zone3,153,19,1,1,463,298,0,25.47,668
Zone3,153,20,1,1,442,295,0,24.31,582
Zone3,153,21,1,0,133,81,2,7.32,412
Zone3,153,22,1,0,129,107,1,7.1,489
Zone3,153,23,1,0,88,92,0,4.84,439
Zone3,154,0,1,0,118,74,0,6.49,442
Zone3,154,1,1,0,102,64,2,5.61,437
Zone3,154,2,1,0,111,94,2,6.11,439
Zone3,154,3,1,0,92,58,0,5.06,411
Zone3,154,4,1,0,125,90,1,6.88,407
Zone3,154,5,1,0,97,86,2,5.34,398
Zone3,154,6,1,0,145,94,1,7.98,433
Zone3,154,7,1,1,238,152,1,13.09,517
Zone3,154,8,1,1,209,149,2,11.5,466
Zone3,154,9,1,1,206,125,1,11.33,516
Zone3,154,10,1,1,244,171,2,13.42,507
Zone3,154,11,1,0,112,81,0,6.16,492
Zone3,154,12,1,0,153,103,1,8.42,448
Zone3,154,13,1,0,149,127,0,8.2,476
Zone3,154,14,1,0,139,116,1,7.65,440
Zone3,154,15,1,0,119,83,0,6.55,472
Zone3,154,16,1,0,120,93,1,6.6,472
Zone3,154,17,1,1,397,273,1,21.84,607
Zone3,154,18,1,1,412,253,2,22.66,575
Zone3,154,19,1,1,407,266,1,22.39,626
Zone3,154,20,1,1,414,280,1,22.77,615
Zone3,154,21,1,0,152,124,0,8.36,428
Zone3,154,22,1,0,118,110,2,6.49,413
Zone3,154,23,1,0,153,100,0,8.42,485
Zone3,155,0,0,0,188,137,1,10.34,446
Zone3,155,1,0,0,119,82,0,6.55,433
Zone3,155,2,0,0,147,110,2,8.09,438
Zone3,155,3,0,0,121,101,1,6.66,454
Zone3,155,4,0,0,148,102,2,8.14,452
Zone3,155,5,0,0,151,124,0,8.31,509
Zone3,155,6,0,0,126,80,2,6.93,464
Zone3,155,7,0,1,265,192,0,14.58,515
Zone3,155,8,0,1,273,202,2,15.02,525
Zone3,155,9,0,1,269,194,1,14.8,496
Zone3,155,10,0,1,266,183,2,14.63,548
Zone3,155,11,0,0,137,100,2,7.54,422
Zone3,155,12,0,0,174,134,2,9.57,443
Zone3,155,13,0,0,177,112,2,9.74,518
Zone3,155,14,0,0,151,99,2,8.31,455
Zone3,155,15,0,0,151,109,0,8.31,471
Zone3,155,16,0,0,133,88,1,7.32,459
Zone3,155,17,0,1,451,279,2,24.81,597
Zone3,155,18,0,1,437,282,0,24.04,636
Zone3,155,19,0,1,483,296,2,26.57,639
Zone3,155,20,0,1,447,274,2,24.59,667
Zone3,155,21,0,0,178,139,0,9.79,443
Zone3,155,22,0,0,153,110,0,8.42,457
Zone3,155,23,0,0,156,134,0,8.58,452
Zone3,156,0,0,0,164,126,1,9.02,442
Zone3,156,1,0,0,144,102,2,7.92,469
Zone3,156,2,0,0,135,105,0,7.43,421
Zone3,156,3,0,0,129,84,0,7.1,452
Zone3,156,4,0,0,169,109,1,9.3,438
Zone3,156,5,0,0,146,90,2,8.03,434
Zone3,156,6,0,0,184,113,1,10.12,522
Zone3,156,7,0,1,248,188,2,13.64,497
Zone3,156,8,0,1,288,199,2,15.84,543
Zone3,156,9,0,1,245,172,2,13.48,529
Zone3,156,10,0,1,238,183,2,13.09,484
Zone3,156,11,0,0,121,86,0,6.66,423
Zone3,156,12,0,0,169,127,1,9.3,485
Zone3,156,13,0,0,149,126,0,8.2,459
Zone3,156,14,0,0,144,119,2,7.92,459
Zone3,156,15,0,0,172,128,2,9.46,463
Zone3,156,16,0,0,154,110,2,8.47,438
Zone3,156,17,0,1,438,277,0,24.09,639
Zone3,156,18,0,1,490,317,2,26.95,614
Zone3,156,19,0,1,442,305,0,24.31,614
Zone3,156,20,0,1,434,262,1,23.87,674
Zone3,156,21,0,0,153,128,2,8.42,464
Zone3,156,22,0,0,172,142,0,9.46,494
Zone3,156,23,0,0,150,102,2,8.25,452
Zone3,157,0,0,0,180,145,0,9.9,495
Zone3,157,1,0,0,189,118,1,10.4,530
Zone3,157,2,0,0,163,99,2,8.97,495
Zone3,157,3,0,0,184,151,0,10.12,514
Zone3,157,4,0,0,129,92,0,7.1,422
Zone3,157,5,0,0,165,123,2,9.08,455
Zone3,157,6,0,0,158,110,1,8.69,491
Zone3,157,7,0,1,230,173,0,12.65,524
Zone3,157,8,0,1,263,163,1,14.47,504
Zone3,157,9,0,1,293,201,1,16.12,515
Zone3,157,10,0,1,268,187,0,14.74,521
Zone3,157,11,0,0,145,129,2,7.98,431
Zone3,157,12,0,0,136,117,2,7.48,477
Zone3,157,13,0,0,170,122,0,9.35,475
Zone3,157,14,0,0,119,74,0,6.55,443
Zone3,157,15,0,0,155,134,2,8.53,514
Zone3,157,16,0,0,175,111,1,9.62,527
Zone3,157,17,0,1,429,260,0,23.6,638
Zone3,157,18,0,1,497,331,1,27.34,695
Zone3,157,19,0,1,442,302,2,24.31,600
Zone3,157,20,0,1,455,285,1,25.03,666
Zone3,157,21,0,0,177,111,2,9.74,524
Zone3,157,22,0,0,177,146,1,9.74,509
Zone3,157,23,0,0,133,119,1,7.32,510
Zone3,158,0,0,0,187,127,2,10.29,442
Zone3,158,1,0,0,140,110,2,7.7,417
Zone3,158,2,0,0,181,112,0,9.96,481
Zone3,158,3,0,0,136,96,2,7.48,470
Zone3,158,4,0,0,126,104,1,6.93,485
Zone3,158,5,0,0,163,113,2,8.97,513
Zone3,158,6,0,0,120,111,0,6.6,438
Zone3,158,7,0,1,266,162,0,14.63,574
Zone3,158,8,0,1,291,188,1,16.01,526
Zone3,158,9,0,1,283,178,2,15.57,533
Zone3,158,10,0,1,260,165,2,14.3,530
Zone3,158,11,0,0,120,79,1,6.6,434
Zone3,158,12,0,0,173,137,1,9.52,489
Zone3,158,13,0,0,167,110,0,9.19,441
Zone3,158,14,0,0,158,118,0,8.69,466
Zone3,158,15,0,0,176,146,0,9.68,503
Zone3,158,16,0,0,122,90,2,6.71,450
Zone3,158,17,0,1,463,281,2,25.47,631
Zone3,158,18,0,1,480,317,0,26.4,690
Zone3,158,19,0,1,473,319,2,26.02,625
Zone3,158,20,0,1,466,300,2,25.63,642
Zone3,158,21,0,0,139,93,1,7.65,510
Zone3,158,22,0,0,143,122,1,7.87,424
Zone3,158,23,0,0,145,106,2,7.98,499
Zone3,159,0,0,0,184,124,0,10.12,507
Zone3,159,1,0,0,168,126,1,9.24,484
Zone3,159,2,0,0,165,114,2,9.08,492
Zone3,159,3,0,0,189,137,1,10.4,530
Zone3,159,4,0,0,179,110,0,9.85,456
Zone3,159,5,0,0,142,122,2,7.81,458
Zone3,159,6,0,0,141,89,2,7.76,504
Zone3,159,7,0,1,237,171,1,13.04,525
Zone3,159,8,0,1,255,155,0,14.03,565
Zone3,159,9,0,1,238,159,0,13.09,558
Zone3,159,10,0,1,271,198,2,14.91,557
Zone3,159,11,0,0,171,113,2,9.41,496
Zone3,159,12,0,0,157,118,0,8.64,494
Zone3,159,13,0,0,179,138,1,9.85,485
Zone3,159,14,0,0,120,102,0,6.6,424
Zone3,159,15,0,0,163,99,1,8.97,519
Zone3,159,16,0,0,161,112,0,8.86,483
Zone3,159,17,0,1,496,324,1,27.28,684
Zone3,159,18,0,1,448,299,1,24.64,673
Zone3,159,19,0,1,487,301,2,26.79,618
Zone3,159,20,0,1,469,298,2,25.8,595
Zone3,159,21,0,0,131,95,2,7.21,449
Zone3,159,22,0,0,153,127,2,8.42,454
Zone3,159,23,0,0,172,124,0,9.46,438
Zone3,160,0,1,0,148,104,0,8.14,435
Zone3,160,1,1,0,144,116,2,7.92,434
Zone3,160,2,1,0,149,106,0,8.2,513
Zone3,160,3,1,0,88,55,2,4.84,397
Zone3,160,4,1,0,133,108,1,7.32,485
Zone3,160,5,1,0,110,76,0,6.05,493
Zone3,160,6,1,0,122,77,0,6.71,409
Zone3,160,7,1,1,263,171,1,14.47,508
Zone3,160,8,1,1,228,168,2,12.54,474
Zone3,160,9,1,1,210,158,0,11.55,491
Zone3,160,10,1,1,211,149,1,11.61,472
Zone3,160,11,1,0,101,98,2,5.56,445
Zone3,160,12,1,0,131,89,0,7.21,452
Zone3,160,13,1,0,139,86,2,7.65,504
Zone3,160,14,1,0,131,102,0,7.21,507
Zone3,160,15,1,0,86,59,0,4.73,393
Zone3,160,16,1,0,137,92,2,7.54,472
Zone3,160,17,1,1,417,287,2,22.94,620
Zone3,160,18,1,1,410,285,1,22.55,576
Zone3,160,19,1,1,464,298,0,25.52,656
Zone3,160,20,1,1,397,241,2,21.84,621
Zone3,160,21,1,0,98,72,1,5.39,403
Zone3,160,22,1,0,150,93,2,8.25,483
Zone3,160,23,1,0,89,84,0,4.9,394
Zone3,161,0,1,0,132,120,0,7.26,510
Zone3,161,1,1,0,128,111,2,7.04,458
Zone3,161,2,1,0,99,101,1,5.45,412
Zone3,161,3,1,0,139,123,0,7.65,467
Zone3,161,4,1,0,152,104,0,8.36,506
Zone3,161,5,1,0,141,90,0,7.76,453
Zone3,161,6,1,0,95,88,1,5.23,478
Zone3,161,7,1,1,205,132,0,11.28,468
Zone3,161,8,1,1,262,175,2,14.41,558
Zone3,161,9,1,1,250,181,0,13.75,559
Zone3,161,10,1,1,208,126,2,11.44,496
Zone3,161,11,1,0,104,95,1,5.72,430
Zone3,161,12,1,0,111,82,0,6.11,453
Zone3,161,13,1,0,131,110,1,7.21,474
Zone3,161,14,1,0,98,86,2,5.39,395
Zone3,161,15,1,0,97,87,2,5.34,450
Zone3,161,16,1,0,93,74,0,5.12,416
Zone3,161,17,1,1,429,296,0,23.6,648
Zone3,161,18,1,1,460,305,2,25.3,634
Zone3,161,19,1,1,414,277,0,22.77,608
Zone3,161,20,1,1,404,280,2,22.22,655
Zone3,161,21,1,0,153,111,2,8.42,488
Zone3,161,22,1,0,110,104,2,6.05,443
Zone3,161,23,1,0,111,96,0,6.11,499
Zone3,162,0,0,0,187,135,1,10.29,494
Zone3,162,1,0,0,129,111,1,7.1,438
Zone3,162,2,0,0,175,118,2,9.62,507
Zone3,162,3,0,0,153,126,2,8.42,515
Zone3,162,4,0,0,120,108,0,6.6,501
Zone3,162,5,0,0,180,132,0,9.9,493
Zone3,162,6,0,0,186,147,0,10.23,514
Zone3,162,7,0,1,292,177,2,16.06,591
Zone3,162,8,0,1,286,203,0,15.73,551
Zone3,162,9,0,1,285,177,2,15.68,574
Zone3,162,10,0,1,294,198,0,16.17,577
Zone3,162,11,0,0,157,107,0,8.64,483
Zone3,162,12,0,0,145,121,2,7.98,486
Zone3,162,13,0,0,157,103,1,8.64,463
Zone3,162,14,0,0,146,111,0,8.03,418
Zone3,162,15,0,0,129,96,0,7.1,449
Zone3,162,16,0,0,137,107,1,7.54,491
Zone3,162,17,0,1,486,293,1,26.73,634
Zone3,162,18,0,1,480,307,0,26.4,693
Zone3,162,19,0,1,466,283,0,25.63,629
Zone3,162,20,0,1,489,330,0,26.9,612
Zone3,162,21,0,0,177,109,0,9.74,490
Zone3,162,22,0,0,141,116,1,7.76,493
Zone3,162,23,0,0,185,113,0,10.18,499
Zone3,163,0,0,0,136,93,1,7.48,509
Zone3,163,1,0,0,139,88,2,7.65,482
Zone3,163,2,0,0,136,122,0,7.48,473
Zone3,163,3,0,0,151,99,2,8.31,444
Zone3,163,4,0,0,147,119,2,8.09,431
Zone3,163,5,0,0,187,122,1,10.29,464
Zone3,163,6,0,0,152,119,0,8.36,467
Zone3,163,7,0,1,289,208,0,15.9,525
Zone3,163,8,0,1,298,191,0,16.39,525
Zone3,163,9,0,1,281,197,2,15.46,580
Zone3,163,10,0,1,295,215,2,16.23,518
Zone3,163,11,0,0,134,86,0,7.37,490
Zone3,163,12,0,0,134,95,2,7.37,433
Zone3,163,13,0,0,184,142,0,10.12,519
Zone3,163,14,0,0,156,111,1,8.58,441
Zone3,163,15,0,0,133,116,0,7.32,425
Zone3,163,16,0,0,122,112,2,6.71,414
Zone3,163,17,0,1,443,278,1,24.37,673
Zone3,163,18,0,1,474,323,2,26.07,630
Zone3,163,19,0,1,465,302,2,25.58,653
Zone3,163,20,0,1,459,291,2,25.25,683
Zone3,163,21,0,0,145,98,2,7.98,447
Zone3,163,22,0,0,180,122,2,9.9,522
Zone3,163,23,0,0,124,89,2,6.82,506
Zone3,164,0,0,0,153,127,1,8.42,497
Zone3,164,1,0,0,183,148,0,10.07,488
Zone3,164,2,0,0,166,111,1,9.13,459
Zone3,164,3,0,0,123,105,0,6.77,439
Zone3,164,4,0,0,135,100,0,7.43,445
Zone3,164,5,0,0,140,96,1,7.7,496
Zone3,164,6,0,0,148,90,1,8.14,442
Zone3,164,7,0,1,287,192,2,15.79,590
Zone3,164,8,0,1,278,175,0,15.29,542
Zone3,164,9,0,1,296,188,0,16.28,579
Zone3,164,10,0,1,237,179,0,13.04,472
Zone3,164,11,0,0,156,134,2,8.58,487
Zone3,164,12,0,0,153,119,2,8.42,490
Zone3,164,13,0,0,154,128,1,8.47,451
Zone3,164,14,0,0,160,105,0,8.8,439
Zone3,164,15,0,0,172,110,2,9.46,495
Zone3,164,16,0,0,137,87,1,7.54,486
Zone3,164,17,0,1,482,305,0,26.51,664
Zone3,164,18,0,1,487,308,0,26.79,637
Zone3,164,19,0,1,450,284,0,24.75,590
Zone3,164,20,0,1,463,289,2,25.47,620
Zone3,164,21,0,0,131,84,2,7.21,454
Zone3,164,22,0,0,187,134,1,10.29,445
Zone3,164,23,0,0,174,121,1,9.57,510
Zone3,165,0,0,0,189,130,2,10.4,474
Zone3,165,1,0,0,186,135,0,10.23,442
Zone3,165,2,0,0,146,129,1,8.03,476
Zone3,165,3,0,0,148,106,0,8.14,429
Zone3,165,4,0,0,141,86,1,7.76,449
Zone3,165,5,0,0,181,132,2,9.96,494
Zone3,165,6,0,0,175,145,0,9.62,494
Zone3,165,7,0,1,299,182,0,16.45,545
Zone3,165,8,0,1,298,203,2,16.39,597
Zone3,165,9,0,1,253,180,0,13.92,560
Zone3,165,10,0,1,262,187,1,14.41,551
Zone3,165,11,0,0,163,104,2,8.97,498
Zone3,165,12,0,0,150,93,2,8.25,427
Zone3,165,13,0,0,187,131,2,10.29,503
Zone3,165,14,0,0,141,117,0,7.76,464
Zone3,165,15,0,0,181,116,1,9.96,498
Zone3,165,16,0,0,164,125,1,9.02,435
Zone3,165,17,0,1,477,323,0,26.24,619
Zone3,165,18,0,1,489,303,2,26.9,630
Zone3,165,19,0,1,469,311,1,25.8,638
Zone3,165,20,0,1,440,279,2,24.2,593
Zone3,165,21,0,0,180,135,0,9.9,503
Zone3,165,22,0,0,129,80,2,7.1,426
Zone3,165,23,0,0,186,150,2,10.23,514
Zone3,166,0,0,0,166,104,2,9.13,488
Zone3,166,1,0,0,160,131,0,8.8,458
Zone3,166,2,0,0,158,97,0,8.69,513
Zone3,166,3,0,0,171,143,2,9.41,483
Zone3,166,4,0,0,154,115,0,8.47,503
Zone3,166,5,0,0,187,117,1,10.29,458
Zone3,166,6,0,0,172,119,1,9.46,480
Zone3,166,7,0,1,283,190,1,15.57,502
Zone3,166,8,0,1,275,187,1,15.13,532
Zone3,166,9,0,1,238,180,2,13.09,509
Zone3,166,10,0,1,234,152,0,12.87,514
Zone3,166,11,0,0,169,125,0,9.3,498
Zone3,166,12,0,0,176,135,0,9.68,458
Zone3,166,13,0,0,174,111,2,9.57,483
Zone3,166,14,0,0,188,124,1,10.34,526
Zone3,166,15,0,0,189,153,2,10.4,458
Zone3,166,16,0,0,155,114,2,8.53,428
Zone3,166,17,0,1,477,311,2,26.24,695
Zone3,166,18,0,1,470,301,0,25.85,604
Zone3,166,19,0,1,451,289,0,24.81,592
Zone3,166,20,0,1,487,297,1,26.79,633
Zone3,166,21,0,0,157,106,2,8.64,426
Zone3,166,22,0,0,151,117,1,8.31,452
Zone3,166,23,0,0,175,124,2,9.62,508
Zone3,167,0,1,0,110,78,0,6.05,403
Zone3,167,1,1,0,131,85,2,7.21,450
Zone3,167,2,1,0,123,83,0,6.77,432
Zone3,167,3,1,0,97,77,0,5.34,437
Zone3,167,4,1,0,136,89,1,7.48,469
Zone3,167,5,1,0,102,79,0,5.61,400
Zone3,167,6,1,0,108,76,0,5.94,398
Zone3,167,7,1,1,247,160,0,13.59,497
Zone3,167,8,1,1,215,135,1,11.83,532
Zone3,167,9,1,1,202,125,0,11.11,493
Zone3,167,10,1,1,210,134,2,11.55,530
Zone3,167,11,1,0,111,104,2,6.11,418
Zone3,167,12,1,0,109,101,2,6.0,467
Zone3,167,13,1,0,154,104,2,8.47,518
Zone3,167,14,1,0,134,86,1,7.37,413
Zone3,167,15,1,0,152,112,2,8.36,437
Zone3,167,16,1,0,134,86,1,7.37,433
Zone3,167,17,1,1,450,295,1,24.75,587
Zone3,167,18,1,1,403,255,2,22.17,643
Zone3,167,19,1,1,415,262,2,22.83,642
Zone3,167,20,1,1,434,302,2,23.87,581
Zone3,167,21,1,0,134,85,2,7.37,499
Zone3,167,22,1,0,153,98,0,8.42,521
Zone3,167,23,1,0,145,113,2,7.98,490
Zone3,168,0,1,0,119,78,0,6.55,412
Zone3,168,1,1,0,148,122,0,8.14,503
Zone3,168,2,1,0,120,103,1,6.6,474
Zone3,168,3,1,0,116,97,2,6.38,472
Zone3,168,4,1,0,97,68,1,5.34,477
Zone3,168,5,1,0,124,104,2,6.82,501
Zone3,168,6,1,0,88,89,0,4.84,401
Zone3,168,7,1,1,246,154,1,13.53,535
Zone3,168,8,1,1,246,159,2,13.53,516
Zone3,168,9,1,1,211,137,2,11.61,540
Zone3,168,10,1,1,214,148,1,11.77,468
Zone3,168,11,1,0,119,98,0,6.55,423
Zone3,168,12,1,0,127,85,2,6.99,445
Zone3,168,13,1,0,122,83,0,6.71,481
Zone3,168,14,1,0,127,91,0,6.99,489
Zone3,168,15,1,0,113,88,2,6.22,491
Zone3,168,16,1,0,138,96,1,7.59,499
Zone3,168,17,1,1,402,248,1,22.11,567
Zone3,168,18,1,1,437,291,1,24.04,629
Zone3,168,19,1,1,406,247,0,22.33,660
Zone3,168,20,1,1,417,273,2,22.94,658
Zone3,168,21,1,0,139,110,2,7.65,495
Zone3,168,22,1,0,156,134,2,8.58,463
Zone3,168,23,1,0,123,113,0,6.77,423
Zone3,169,0,0,0,124,85,0,6.82,504
Zone3,169,1,0,0,155,110,2,8.53,435
Zone3,169,2,0,0,139,95,1,7.65,415
Zone3,169,3,0,0,160,108,1,8.8,520
Zone3,169,4,0,0,121,102,0,6.66,465
Zone3,169,5,0,0,141,117,1,7.76,495
Zone3,169,6,0,0,179,121,0,9.85,508
Zone3,169,7,0,1,271,178,1,14.91,569
Zone3,169,8,0,1,260,187,2,14.3,527
Zone3,169,9,0,1,273,181,2,15.02,554
Zone3,169,10,0,1,235,147,1,12.93,508
Zone3,169,11,0,0,137,97,1,7.54,444
Zone3,169,12,0,0,185,126,0,10.18,441
Zone3,169,13,0,0,188,144,0,10.34,479
Zone3,169,14,0,0,145,112,1,7.98,467
Zone3,169,15,0,0,138,88,2,7.59,453
Zone3,169,16,0,0,177,125,2,9.74,509
Zone3,169,17,0,1,432,290,2,23.76,619
Zone3,169,18,0,1,487,327,0,26.79,627
Zone3,169,19,0,1,444,281,2,24.42,638
Zone3,169,20,0,1,441,282,1,24.26,596
Zone3,169,21,0,0,155,107,0,8.53,472
Zone3,169,22,0,0,155,114,2,8.53,505
Zone3,169,23,0,0,119,79,1,6.55,419
Zone3,170,0,0,0,163,132,2,8.97,454
Zone3,170,1,0,0,189,121,0,10.4,481
Zone3,170,2,0,0,131,93,1,7.21,503
Zone3,170,3,0,0,147,92,2,8.09,517
Zone3,170,4,0,0,137,123,0,7.54,432
Zone3,170,5,0,0,176,108,1,9.68,488
Zone3,170,6,0,0,120,92,1,6.6,468
Zone3,170,7,0,1,232,174,0,12.76,526
Zone3,170,8,0,1,285,199,1,15.68,509
Zone3,170,9,0,1,256,166,2,14.08,534
Zone3,170,10,0,1,289,206,0,15.9,511
Zone3,170,11,0,0,176,113,2,9.68,473
Zone3,170,12,0,0,165,104,1,9.08,451
Zone3,170,13,0,0,153,131,1,8.42,468
Zone3,170,14,0,0,149,97,2,8.2,463
Zone3,170,15,0,0,181,130,0,9.96,445
Zone3,170,16,0,0,141,104,1,7.76,514
Zone3,170,17,0,1,493,308,0,27.12,629
Zone3,170,18,0,1,484,318,0,26.62,659
Zone3,170,19,0,1,435,279,0,23.93,655
Zone3,170,20,0,1,436,292,0,23.98,603
Zone3,170,21,0,0,120,107,1,6.6,488
Zone3,170,22,0,0,128,79,2,7.04,465
Zone3,170,23,0,0,157,127,2,8.64,488
Zone3,171,0,0,0,123,93,2,6.77,414
Zone3,171,1,0,0,164,109,0,9.02,487
Zone3,171,2,0,0,124,96,1,6.82,414
Zone3,171,3,0,0,154,122,0,8.47,476
Zone3,171,4,0,0,133,121,2,7.32,417
Zone3,171,5,0,0,172,108,2,9.46,462
Zone3,171,6,0,0,125,104,1,6.88,429
Zone3,171,7,0,1,258,163,2,14.19,564
Zone3,171,8,0,1,276,196,1,15.18,583
Zone3,171,9,0,1,256,173,2,14.08,508
Zone3,171,10,0,1,288,190,0,15.84,584
Zone3,171,11,0,0,141,88,1,7.76,492
Zone3,171,12,0,0,150,106,2,8.25,471
Zone3,171,13,0,0,179,124,2,9.85,467
Zone3,171,14,0,0,165,117,1,9.08,466
Zone3,171,15,0,0,146,129,0,8.03,468
Zone3,171,16,0,0,161,126,0,8.86,486
Zone3,171,17,0,1,470,300,2,25.85,598
Zone3,171,18,0,1,451,283,1,24.81,603
Zone3,171,19,0,1,476,306,1,26.18,698
Zone3,171,20,0,1,478,310,1,26.29,676
Zone3,171,21,0,0,157,109,2,8.64,470
Zone3,171,22,0,0,185,130,0,10.18,514
Zone3,171,23,0,0,150,102,0,8.25,508
Zone3,172,0,0,0,131,119,2,7.21,508
Zone3,172,1,0,0,166,133,1,9.13,451
Zone3,172,2,0,0,188,154,0,10.34,506
Zone3,172,3,0,0,183,143,2,10.07,483
Zone3,172,4,0,0,177,127,0,9.74,444
Zone3,172,5,0,0,142,88,0,7.81,418
Zone3,172,6,0,0,129,83,1,7.1,456
Zone3,172,7,0,1,264,179,1,14.52,541
Zone3,172,8,0,1,290,178,0,15.95,569
Zone3,172,9,0,1,275,180,2,15.13,508
